stable_id,identifier,display_code,english_name,chinese_name,record_status,canonical_identifier,source_class,material_category,source_menu,source_menu_visible,main_menu_policy,current_rc9_entry,target_entry,periodic_atomic_numbers,periodic_symbols,periodic_relation_groups,duplicate_concept,module,module_disable_behavior,save_compatibility,description_coverage,source_mod,source_commit,source_file,license,relation_provenance,confidence,notes
194,DEFAULT_PT_BASE,BASE,Base,碱液,canonical,DEFAULT_PT_BASE,official_original,official_sandbox_element,SC_LIQUID,true,official_default,main_menu:SC_LIQUID,main_menu:SC_LIQUID,,,,canonical,official,always_available;stable_id_locked,official-locked,official_wiki_full+runtime_properties,The-Powder-Toy/The-Powder-Toy,bff38ce6959e1c1a7a4d17d0d5d44d127a0dfcbd,src/simulation/elements/BASE.cpp,GPL-3.0-only,,high,
195,DEFAULT_PT_SEED,SEED,Seed,种子,canonical,DEFAULT_PT_SEED,official_original,official_sandbox_element,SC_POWDERS,true,official_default,main_menu:SC_POWDERS,main_menu:SC_POWDERS,,,,canonical,official,always_available;stable_id_locked,official-locked,official_wiki_full+runtime_properties,The-Powder-Toy/The-Powder-Toy,bff38ce6959e1c1a7a4d17d0d5d44d127a0dfcbd,src/simulation/elements/SEED.cpp,GPL-3.0-only,,high,
256,OMNI_PT_ALUM,ALUM,Aluminium,铝,canonical,OMNI_PT_ALUM,omnipack_material,single_element,SC_SOLIDS,true,periodic_only,periodic_table,periodic_table,13,Al,element,canonical,metallurgy,disabled_blocks_selection_and_updates;loaded_particles_preserved,partial,registry_summary+structured_catalog+runtime_properties,SeppoTPT/Seppo-s-Metallurgy-Mod-SRC,c3a8dd171a1c0fefc9a386e7e069f81d91f1514f,src/simulation/elements/ALUM.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,Concept registry only; independent implementation now combines metallurgy with original shared boron-group chemistry.
257,OMNI_PT_COPR,COPR,Copper,铜,canonical,OMNI_PT_COPR,omnipack_material,single_element,SC_SOLIDS,true,periodic_only,periodic_table,periodic_table,29,Cu,element,canonical,metallurgy,disabled_blocks_selection_and_updates;loaded_particles_preserved,partial,registry_summary+structured_catalog+runtime_properties,cracker1000/The-Powder-Toy,eb474d385ffb5ebd545cf9f5f3cf513ffba9fe35,src/simulation/elements/COPR.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,Adapted to the current API and rebalanced from Cracker COPR.cpp.
258,OMNI_PT_LEAD,LEAD,Lead,铅,canonical,OMNI_PT_LEAD,omnipack_material,single_element,SC_SOLIDS,true,periodic_only,periodic_table,periodic_table,82,Pb,element,canonical,metallurgy,disabled_blocks_selection_and_updates;loaded_particles_preserved,partial,registry_summary+structured_catalog+runtime_properties,SeppoTPT/Seppo-s-Metallurgy-Mod-SRC,c3a8dd171a1c0fefc9a386e7e069f81d91f1514f,src/simulation/elements/LEAD.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,Concept registry only; independent implementation now combines metallurgy with bounded carbon-group chemistry.
259,OMNI_PT_TIN,TINN,Tin,锡,canonical,OMNI_PT_TIN,omnipack_material,single_element,SC_SOLIDS,true,periodic_only,periodic_table,periodic_table,50,Sn,element,canonical,metallurgy,disabled_blocks_selection_and_updates;loaded_particles_preserved,partial,registry_summary+structured_catalog+runtime_properties,SeppoTPT/Seppo-s-Metallurgy-Mod-SRC,c3a8dd171a1c0fefc9a386e7e069f81d91f1514f,src/simulation/elements/TIN.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,Concept registry only; independent implementation now combines metallurgy with bounded carbon-group chemistry and tin pest.
260,OMNI_PT_NICL,NICL,Nickel,镍,canonical,OMNI_PT_NICL,omnipack_material,single_element,SC_SOLIDS,true,periodic_only,periodic_table,periodic_table,28,Ni,element,canonical,metallurgy,disabled_blocks_selection_and_updates;loaded_particles_preserved,partial,registry_summary+structured_catalog+runtime_properties,SeppoTPT/Seppo-s-Metallurgy-Mod-SRC,c3a8dd171a1c0fefc9a386e7e069f81d91f1514f,src/simulation/elements/NICL.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,Renamed from undefined source token NICK; independent implementation.
261,OMNI_PT_MAGN,MAGN,Magnesium,镁,canonical,OMNI_PT_MAGN,omnipack_material,single_element,SC_SOLIDS,true,periodic_only,periodic_table,periodic_table,12,Mg,element,canonical,metallurgy,disabled_blocks_selection_and_updates;loaded_particles_preserved,partial,registry_summary+structured_catalog+runtime_properties,SeppoTPT/Seppo-s-Metallurgy-Mod-SRC,c3a8dd171a1c0fefc9a386e7e069f81d91f1514f,src/simulation/elements/MAGN.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,Concept registry only; independent implementation because the source constructor is missing.
262,OMNI_PT_CHRM,CHRM,Chromium,铬,canonical,OMNI_PT_CHRM,omnipack_material,single_element,SC_SOLIDS,true,periodic_only,periodic_table,periodic_table,24,Cr,element,canonical,metallurgy,disabled_blocks_selection_and_updates;loaded_particles_preserved,partial,registry_summary+structured_catalog+runtime_properties,SeppoTPT/Seppo-s-Metallurgy-Mod-SRC,c3a8dd171a1c0fefc9a386e7e069f81d91f1514f,src/simulation/elements/CHRM.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,Renamed from undefined source token CROM; independent implementation.
263,OMNI_PT_COBT,COBT,Cobalt,钴,canonical,OMNI_PT_COBT,omnipack_material,single_element,SC_SOLIDS,true,periodic_only,periodic_table,periodic_table,27,Co,element,canonical,metallurgy,disabled_blocks_selection_and_updates;loaded_particles_preserved,partial,registry_summary+structured_catalog+runtime_properties,SeppoTPT/Seppo-s-Metallurgy-Mod-SRC,c3a8dd171a1c0fefc9a386e7e069f81d91f1514f,src/simulation/elements/COBT.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,Renamed from undefined source token COBA; independent implementation.
264,OMNI_PT_MOLY,MOLY,Molybdenum,钼,canonical,OMNI_PT_MOLY,omnipack_material,single_element,SC_SOLIDS,true,periodic_only,periodic_table,periodic_table,42,Mo,element,canonical,metallurgy,disabled_blocks_selection_and_updates;loaded_particles_preserved,partial,registry_summary+structured_catalog+runtime_properties,SeppoTPT/Seppo-s-Metallurgy-Mod-SRC,c3a8dd171a1c0fefc9a386e7e069f81d91f1514f,src/simulation/elements/MOLY.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,Renamed from undefined source token MLYB; independent implementation.
265,OMNI_PT_ZINC,ZINC,Zinc,锌,canonical,OMNI_PT_ZINC,omnipack_material,single_element,SC_SOLIDS,true,periodic_only,periodic_table,periodic_table,30,Zn,element,canonical,metallurgy,disabled_blocks_selection_and_updates;loaded_particles_preserved,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,aeba92d553932a4c3f214457b4f6fe38ea039add,src/simulation/elements/ZINC.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,Original implementation; no audited source mod provided a zinc element.
266,OMNI_PT_CHRC,CHRC,Charcoal,木炭,canonical,OMNI_PT_CHRC,omnipack_material,engineering,SC_POWDERS,true,alloy_menu,material_library:alloy_engineering,material_library:alloy_engineering+periodic_table,6,C,engineering,canonical,metallurgy,disabled_blocks_selection_and_updates;loaded_particles_preserved,partial,registry_summary+structured_catalog+runtime_properties,SeppoTPT/Seppo-s-Metallurgy-Mod-SRC,c3a8dd171a1c0fefc9a386e7e069f81d91f1514f,src/simulation/elements/CHRC.cpp,GPL-3.0-only,docs/ELEMENT_CONTENT.csv,medium,WOOD reaction concept only; independent bounded implementation.
267,OMNI_PT_COKE,COKE,Coke,焦炭,canonical,OMNI_PT_COKE,omnipack_material,engineering,SC_POWDERS,true,alloy_menu,material_library:alloy_engineering,material_library:alloy_engineering+periodic_table,6,C,engineering,canonical,metallurgy,disabled_blocks_selection_and_updates;loaded_particles_preserved,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,aeba92d553932a4c3f214457b4f6fe38ea039add,src/simulation/elements/COKE.cpp,GPL-3.0-only,docs/ELEMENT_CONTENT.csv,medium,Original unambiguous design; ambiguous Seppo COCH and COCA were excluded.
268,OMNI_PT_STEL,STEL,Steel,钢,canonical,OMNI_PT_STEL,omnipack_material,alloy,SC_SOLIDS,true,alloy_menu,material_library:alloy_engineering,material_library:alloy_engineering+periodic_table,6|26,C|Fe,alloy,canonical,metallurgy,disabled_blocks_selection_and_updates;loaded_particles_preserved,partial,registry_summary+structured_catalog+runtime_properties,SeppoTPT/Seppo-s-Metallurgy-Mod-SRC,c3a8dd171a1c0fefc9a386e7e069f81d91f1514f,src/simulation/elements/STEL.cpp,GPL-3.0-only,src/simulation/OmniMetallurgy.cpp,high,Reaction concept retained; implementation and balanced recipe are independent.
269,OMNI_PT_BRNZ,BRNZ,Bronze,青铜,canonical,OMNI_PT_BRNZ,omnipack_material,alloy,SC_SOLIDS,true,alloy_menu,material_library:alloy_engineering,material_library:alloy_engineering+periodic_table,29|50,Cu|Sn,alloy,canonical,metallurgy,disabled_blocks_selection_and_updates;loaded_particles_preserved,partial,registry_summary+structured_catalog+runtime_properties,SeppoTPT/Seppo-s-Metallurgy-Mod-SRC,c3a8dd171a1c0fefc9a386e7e069f81d91f1514f,src/simulation/elements/BRNZ.cpp,GPL-3.0-only,src/simulation/OmniMetallurgy.cpp,high,Source contained a registry token only; recipe is independently implemented.
270,OMNI_PT_BRAS,BRAS,Brass,黄铜,canonical,OMNI_PT_BRAS,omnipack_material,alloy,SC_SOLIDS,true,alloy_menu,material_library:alloy_engineering,material_library:alloy_engineering+periodic_table,29|30,Cu|Zn,alloy,canonical,metallurgy,disabled_blocks_selection_and_updates;loaded_particles_preserved,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,aeba92d553932a4c3f214457b4f6fe38ea039add,src/simulation/elements/BRAS.cpp,GPL-3.0-only,src/simulation/OmniMetallurgy.cpp,high,Original implementation and recipe.
271,OMNI_PT_SSIL,SSIL,Stainless Steel,不锈钢,canonical,OMNI_PT_SSIL,omnipack_material,alloy,SC_SOLIDS,true,alloy_menu,material_library:alloy_engineering,material_library:alloy_engineering+periodic_table,24|26|28,Cr|Fe|Ni,alloy,canonical,metallurgy,disabled_blocks_selection_and_updates;loaded_particles_preserved,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,aeba92d553932a4c3f214457b4f6fe38ea039add,src/simulation/elements/SSIL.cpp,GPL-3.0-only,src/simulation/OmniMetallurgy.cpp,high,Original implementation; Seppo TTSL is titanium steel and was not reused.
272,OMNI_PT_NCRM,NCRM,Nichrome,镍铬合金,canonical,OMNI_PT_NCRM,omnipack_material,alloy,SC_SOLIDS,true,alloy_menu,material_library:alloy_engineering,material_library:alloy_engineering+periodic_table,24|28,Cr|Ni,alloy,canonical,metallurgy,disabled_blocks_selection_and_updates;loaded_particles_preserved,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,aeba92d553932a4c3f214457b4f6fe38ea039add,src/simulation/elements/NCRM.cpp,GPL-3.0-only,src/simulation/OmniMetallurgy.cpp,high,Original implementation and electrical heating behavior.
273,OMNI_PT_ALMG,ALMG,Aluminium-Magnesium Alloy,铝镁合金,canonical,OMNI_PT_ALMG,omnipack_material,alloy,SC_SOLIDS,true,alloy_menu,material_library:alloy_engineering,material_library:alloy_engineering+periodic_table,12|13,Mg|Al,alloy,canonical,metallurgy,disabled_blocks_selection_and_updates;loaded_particles_preserved,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,aeba92d553932a4c3f214457b4f6fe38ea039add,src/simulation/elements/ALMG.cpp,GPL-3.0-only,src/simulation/OmniMetallurgy.cpp,high,Original implementation; undefined Seppo MAGX was not copied.
274,OMNI_PT_TSTL,TSTL,Tool Steel,工具钢,canonical,OMNI_PT_TSTL,omnipack_material,alloy,SC_SOLIDS,true,alloy_menu,material_library:alloy_engineering,material_library:alloy_engineering+periodic_table,6|26|27|42,C|Fe|Co|Mo,alloy,canonical,metallurgy,disabled_blocks_selection_and_updates;loaded_particles_preserved,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,aeba92d553932a4c3f214457b4f6fe38ea039add,src/simulation/elements/TSTL.cpp,GPL-3.0-only,src/simulation/OmniMetallurgy.cpp,high,Original cobalt-molybdenum tool-steel design.
275,OMNI_PT_SLAG,SLAG,Slag,炉渣,canonical,OMNI_PT_SLAG,omnipack_material,engineering,SC_POWDERS,true,alloy_menu,material_library:alloy_engineering,material_library:alloy_engineering+periodic_table,8|14|20|26,O|Si|Ca|Fe,engineering,canonical,metallurgy,disabled_blocks_selection_and_updates;loaded_particles_preserved,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,aeba92d553932a4c3f214457b4f6fe38ea039add,src/simulation/elements/SLAG.cpp,GPL-3.0-only,src/simulation/OmniMetallurgy.cpp,medium,Original process by-product with an explicit production route.
276,OMNI_PT_FLUX,FLUX,Flux,助熔剂,canonical,OMNI_PT_FLUX,omnipack_material,engineering,SC_POWDERS,true,alloy_menu,material_library:alloy_engineering,material_library:alloy_engineering+periodic_table,8|9|14|20,O|F|Si|Ca,engineering,canonical,metallurgy,disabled_blocks_selection_and_updates;loaded_particles_preserved,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,aeba92d553932a4c3f214457b4f6fe38ea039add,src/simulation/elements/FLUX.cpp,GPL-3.0-only,docs/ELEMENT_CONTENT.csv,medium,Original process material.
277,OMNI_PT_CRUC,CRUC,Industrial Crucible,工业坩埚,canonical,OMNI_PT_CRUC,omnipack_material,ceramic,SC_SOLIDS,true,alloy_menu,material_library:alloy_engineering,material_library:alloy_engineering+periodic_table,8|13|14,O|Al|Si,ceramic,canonical,metallurgy,disabled_blocks_selection_and_updates;loaded_particles_preserved,partial,registry_summary+structured_catalog+runtime_properties,SeppoTPT/Seppo-s-Metallurgy-Mod-SRC,c3a8dd171a1c0fefc9a386e7e069f81d91f1514f,src/simulation/elements/CRUC.cpp,GPL-3.0-only,docs/ELEMENT_CONTENT.csv,medium,Source token CRUC had no constructor; implementation is independent.
278,OMNI_PT_MSCR,MSCR,Metal Scrap,金属碎料,compatibility_alias,DEFAULT_PT_BRMT,compatibility_alias,compatibility_alias,SC_POWDERS,false,hidden,hidden_or_runtime_only,hidden_or_runtime_only,,,,alias_of:DEFAULT_PT_BRMT,metallurgy,not_selectable;legacy_particle_preserved;module_enabled_migration,migratable,compatibility_record+runtime_properties,TPT-ZH-OmniPack/original,aeba92d553932a4c3f214457b4f6fe38ea039add,src/simulation/elements/MSCR.cpp,GPL-3.0-only,,high,Compatibility-only alias; canonical gameplay is DEFAULT_PT_BRMT and stable ID 278 must never be reused.
288,OMNI_PT_NUTR,NUTR,Nutrient Salt,营养盐,canonical,OMNI_PT_NUTR,omnipack_material,ecology_material,SC_POWDERS,true,preserve_existing,main_menu:SC_POWDERS,main_menu:SC_POWDERS,,,,canonical,biology,disabled_blocks_selection_and_updates;loaded_particles_preserved,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,122b5b39df8704f1e33334dbea61ba838690d089,src/simulation/elements/NUTR.cpp,GPL-3.0-only,,high,Original local ecology input.
289,OMNI_PT_ALGA,ALGA,Algae,藻类,canonical,OMNI_PT_ALGA,omnipack_material,ecology_material,SC_LIQUID,true,preserve_existing,main_menu:SC_LIQUID,main_menu:SC_LIQUID,,,,canonical,biology,disabled_blocks_selection_and_updates;loaded_particles_preserved,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,122b5b39df8704f1e33334dbea61ba838690d089,src/simulation/elements/ALGA.cpp,GPL-3.0-only,,high,Original bounded photosynthesis approximation.
290,OMNI_PT_MYCL,MYCL,Mycelium,菌丝,canonical,OMNI_PT_MYCL,omnipack_material,ecology_material,SC_SOLIDS,true,preserve_existing,main_menu:SC_SOLIDS,main_menu:SC_SOLIDS,,,,canonical,biology,disabled_blocks_selection_and_updates;loaded_particles_preserved,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,122b5b39df8704f1e33334dbea61ba838690d089,src/simulation/elements/MYCL.cpp,GPL-3.0-only,,high,Original bounded decomposition loop.
291,OMNI_PT_SPOR,SPOR,Spore,孢子,canonical,OMNI_PT_SPOR,omnipack_material,ecology_material,SC_POWDERS,true,preserve_existing,main_menu:SC_POWDERS,main_menu:SC_POWDERS,,,,canonical,biology,disabled_blocks_selection_and_updates;loaded_particles_preserved,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,122b5b39df8704f1e33334dbea61ba838690d089,src/simulation/elements/SPOR.cpp,GPL-3.0-only,,high,Original bounded germination loop.
292,OMNI_PT_PATH,PATH,Pathogen,病原体,canonical,OMNI_PT_PATH,omnipack_material,ecology_material,SC_LIQUID,true,preserve_existing,main_menu:SC_LIQUID,main_menu:SC_LIQUID,,,,canonical,biology,disabled_blocks_selection_and_updates;loaded_particles_preserved,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,122b5b39df8704f1e33334dbea61ba838690d089,src/simulation/elements/PATH.cpp,GPL-3.0-only,,high,Original bounded infection mechanic.
293,OMNI_PT_STER,STER,Sterilant,消毒剂,canonical,OMNI_PT_STER,omnipack_material,ecology_material,SC_POWDERS,true,preserve_existing,main_menu:SC_POWDERS,main_menu:SC_POWDERS,,,,canonical,biology,disabled_blocks_selection_and_updates;loaded_particles_preserved,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,122b5b39df8704f1e33334dbea61ba838690d089,src/simulation/elements/STER.cpp,GPL-3.0-only,,high,Original local treatment mechanic.
294,OMNI_PT_HUMS,HUMS,Humus,腐殖质,canonical,OMNI_PT_HUMS,omnipack_material,ecology_material,SC_POWDERS,true,preserve_existing,main_menu:SC_POWDERS,main_menu:SC_POWDERS,,,,canonical,biology,disabled_blocks_selection_and_updates;loaded_particles_preserved,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,122b5b39df8704f1e33334dbea61ba838690d089,src/simulation/elements/HUMS.cpp,GPL-3.0-only,,high,Original stable biological by-product.
295,OMNI_PT_BIOF,BIOF,Biofilm,生物膜,canonical,OMNI_PT_BIOF,omnipack_material,ecology_material,SC_SOLIDS,true,preserve_existing,main_menu:SC_SOLIDS,main_menu:SC_SOLIDS,,,,canonical,biology,disabled_blocks_selection_and_updates;loaded_particles_preserved,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,122b5b39df8704f1e33334dbea61ba838690d089,src/simulation/elements/BIOF.cpp,GPL-3.0-only,,high,Original bounded biological filter.
328,OMNI_PT_NFUL,NFUL,Reactor Fuel,反应堆燃料,canonical,OMNI_PT_NFUL,omnipack_material,nuclear_device,SC_NUCLEAR,true,existing_dedicated_menu,main_menu:SC_NUCLEAR,main_menu:SC_NUCLEAR,,,,canonical,nuclear,disabled_blocks_selection_and_updates;loaded_particles_preserved,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,25a43eccf5b9b825ec373740377c6b05a7d58e7f,src/simulation/elements/NFUL.cpp,GPL-3.0-only,,high,Original bounded reactor fuel rule; no upstream nuclear state machine copied.
329,OMNI_PT_MODR,MODR,Moderator,慢化剂,canonical,OMNI_PT_MODR,omnipack_material,nuclear_device,SC_NUCLEAR,true,existing_dedicated_menu,main_menu:SC_NUCLEAR,main_menu:SC_NUCLEAR,,,,canonical,nuclear,disabled_blocks_selection_and_updates;loaded_particles_preserved,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,25a43eccf5b9b825ec373740377c6b05a7d58e7f,src/simulation/elements/MODR.cpp,GPL-3.0-only,,high,Original bounded moderation condition.
330,OMNI_PT_CROD,CROD,Control Rod,控制棒,canonical,OMNI_PT_CROD,omnipack_material,nuclear_device,SC_NUCLEAR,true,existing_dedicated_menu,main_menu:SC_NUCLEAR,main_menu:SC_NUCLEAR,,,,canonical,nuclear,disabled_blocks_selection_and_updates;loaded_particles_preserved,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,25a43eccf5b9b825ec373740377c6b05a7d58e7f,src/simulation/elements/CROD.cpp,GPL-3.0-only,,high,Original local reactor control condition.
331,OMNI_PT_NCLT,NCLT,Reactor Coolant,反应堆冷却剂,canonical,OMNI_PT_NCLT,omnipack_material,nuclear_device,SC_NUCLEAR,true,existing_dedicated_menu,main_menu:SC_NUCLEAR,main_menu:SC_NUCLEAR,,,,canonical,nuclear,disabled_blocks_selection_and_updates;loaded_particles_preserved,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,25a43eccf5b9b825ec373740377c6b05a7d58e7f,src/simulation/elements/NCLT.cpp,GPL-3.0-only,,high,Original bounded coolant-to-steam route.
332,OMNI_PT_NWST,NWST,Nuclear Waste,核废料,canonical,OMNI_PT_NWST,omnipack_material,nuclear_device,SC_NUCLEAR,true,existing_dedicated_menu,main_menu:SC_NUCLEAR,main_menu:SC_NUCLEAR,,,,canonical,nuclear,disabled_blocks_selection_and_updates;loaded_particles_preserved,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,25a43eccf5b9b825ec373740377c6b05a7d58e7f,src/simulation/elements/NWST.cpp,GPL-3.0-only,,high,Original bounded reactor by-product.
